date,min,max,median,q1,q3,stdev,count
2020-09-29T00:00:00.000Z,1.2,8.57,4,3.1,5.4,1.44,263
2020-09-30T00:00:00.000Z,1.2,13.57,5.33,3.24,6.8,2.741,393
2020-10-01T00:00:00.000Z,2.37,9.83,5.77,4.22,6.63,1.612,301
2020-10-02T00:00:00.000Z,5.9,14.63,10.63,9.07,11.53,1.636,258
2020-10-03T00:00:00.000Z,5.53,20.5,12.2,8.9,15.5,3.902,255
2020-10-04T00:00:00.000Z,11.2,20.13,15.43,13.6,17.29,2.163,317
2020-10-05T00:00:00.000Z,0.3,13.1,1.82,0.65,4.65,2.631,320
2020-10-06T00:00:00.000Z,1.3,18.03,3.1,2.45,8.44,5.084,337
2020-10-07T00:00:00.000Z,1.07,4,2.2,1.7,2.6,0.587,333
2020-10-08T00:00:00.000Z,0.53,2.9,1.2,0.9,1.7,0.501,315
2020-10-09T00:00:00.000Z,0.2,4.53,0.77,0.5,1.2,0.767,345
2020-10-10T00:00:00.000Z,0.3,3.87,1.2,0.87,1.8,0.786,418
2020-10-11T00:00:00.000Z,0.1,3.2,0.6,0.4,0.9,0.411,428
2020-10-12T00:00:00.000Z,0,5.23,0.2,0.1,0.4,0.387,344
2020-10-13T00:00:00.000Z,0.1,1.1,0.33,0.23,0.5,0.16,403
2020-10-14T00:00:00.000Z,0.1,0.9,0.27,0.2,0.33,0.141,391
2020-10-15T00:00:00.000Z,0,3,0.3,0.23,0.4,0.221,402
2020-10-16T00:00:00.000Z,0,7.23,0.3,0.2,2.52,1.475,415
2020-10-17T00:00:00.000Z,0.03,14.13,0.4,0.2,0.6,0.978,421
2020-10-18T00:00:00.000Z,0,1.07,0.2,0.1,0.2,0.127,433
2020-10-19T00:00:00.000Z,0,2.87,0.2,0.1,0.4,0.333,432
2020-10-20T00:00:00.000Z,0.2,8.07,0.9,0.53,1.7,1.681,443
2020-10-21T00:00:00.000Z,6.8,16.85,11.2,8.93,13.27,2.527,426
2020-10-22T00:00:00.000Z,0.2,15.05,1.5,0.6,3.8,3.099,416
2020-10-23T00:00:00.000Z,0,8.77,0.95,0.3,2.65,1.549,404
2020-10-24T00:00:00.000Z,0.87,4.83,1.8,1.35,2.6,0.912,425
2020-10-25T00:00:00.000Z,0.37,7.13,4.03,1.5,5.4,2.041,467
2020-10-26T00:00:00.000Z,0.67,18,3.79,1.5,6.7,5.087,466
2020-10-27T00:00:00.000Z,0.7,18.97,2.29,1.7,4.83,4.926,440
2020-10-28T00:00:00.000Z,1.1,5.57,2.7,2,3.43,0.948,462
2020-10-29T00:00:00.000Z,1.37,10.43,3.33,2.6,5.85,2.343,461
2020-10-30T00:00:00.000Z,1.83,10.19,3.57,2.95,4.23,1.27,472
